SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
NIFTY,2031-06-24,22500.0,PE,0.0,0.0,0.0,663.6,615.07,0,0.0,0,0,2026-09-25
NIFTY,2026-10-13,24900.0,PE,0.0,0.0,0.0,1237.05,1693.92,0,0.0,0,0,2026-09-25
NIFTY,2031-06-24,19500.0,PE,0.0,0.0,0.0,289.2,247.58,0,0.0,0,0,2026-09-25
NIFTY,2030-12-31,24000.0,PE,0.0,0.0,0.0,1000.0,936.32,0,0.0,520,0,2026-09-25
NIFTY,2030-06-25,28500.0,PE,0.0,0.0,0.0,1167.6,2466.41,0,0.0,0,0,2026-09-25
NIFTY,2029-12-24,33000.0,PE,0.0,0.0,0.0,2953.7,5087.39,0,0.0,0,0,2026-09-25
NIFTY,2029-12-24,24000.0,PE,0.0,0.0,0.0,755.0,1033.56,0,0.0,520,0,2026-09-25
NIFTY,2029-06-26,30000.0,PE,0.0,0.0,0.0,2031.05,3695.22,0,0.0,0,0,2026-09-25
NIFTY,2029-06-26,27000.0,PE,0.0,0.0,0.0,1252.35,2176.32,0,0.0,0,0,2026-09-25
NIFTY,2029-06-26,25500.0,PE,0.0,0.0,0.0,624.25,1571.52,0,0.0,0,0,2026-09-25
NIFTY,2028-12-26,26000.0,PE,1468.0,1468.0,1402.0,1443.05,1443.05,6,10702776.5,6940,0,2026-09-25
NIFTY,2028-12-26,23000.0,PE,778.0,778.0,710.0,720.9,720.9,3,4629283.75,2715,130,2026-09-25
NIFTY,2028-06-27,33000.0,PE,0.0,0.0,0.0,3707.8,6728.43,0,0.0,0,0,2026-09-25
NIFTY,2027-12-28,26000.0,PE,1691.05,1730.3,1620.0,1627.65,1627.65,74,133209479.0,87950,-65,2026-09-25
NIFTY,2027-12-28,25000.0,PE,1209.5,1245.0,1151.0,1154.85,1154.85,371,631443770.75,246935,10595,2026-09-25
NIFTY,2027-06-29,22500.0,PE,435.55,450.0,400.0,411.9,411.9,89,132600331.5,7930,780,2026-09-25
NIFTY,2027-03-30,24000.0,PE,845.0,874.3,769.7,794.75,794.75,1793,2893663487.0,809055,7670,2026-09-25
NIFTY,2026-12-29,30000.0,PE,6400.0,6400.0,6251.85,6282.4,6282.4,356,840869094.0,428845,20475,2026-09-25
NIFTY,2026-12-29,23000.0,PE,386.0,398.55,311.05,335.25,335.25,12942,19646586813.75,3345100,-11700,2026-09-25
NIFTY,2026-11-23,25300.0,PE,0.0,0.0,0.0,1600.0,1981.69,0,0.0,65,0,2026-09-25
NIFTY,2026-11-23,24900.0,PE,0.0,0.0,0.0,1365.0,1635.62,0,0.0,1040,0,2026-09-25
NIFTY,2026-11-23,24600.0,PE,1289.0,1313.0,1221.6,1221.6,1391.18,4,6729567.0,3250,130,2026-09-25
NIFTY,2026-11-23,24500.0,PE,1225.0,1285.0,1150.0,1184.75,1184.75,231,386168272.75,238810,65,2026-09-25
NIFTY,2026-11-23,24000.0,PE,878.0,892.0,750.6,779.8,779.8,806,1300451499.75,293865,-1430,2026-09-25
NIFTY,2026-11-23,23800.0,PE,680.05,740.2,620.0,640.2,640.2,186,295855264.25,84045,-5460,2026-09-25
NIFTY,2026-11-23,22000.0,PE,116.1,116.1,89.45,93.3,93.3,8714,12518417834.0,734695,154960,2026-09-25
NIFTY,2026-11-23,21550.0,PE,0.0,0.0,0.0,34.3,67.38,0,0.0,0,0,2026-09-25
NIFTY,2026-11-23,21150.0,PE,0.0,0.0,0.0,18.9,34.7,0,0.0,0,0,2026-09-25
NIFTY,2026-11-03,24150.0,PE,0.0,0.0,0.0,898.65,1022.85,0,0.0,0,0,2026-09-25
NIFTY,2026-11-03,24100.0,PE,0.0,0.0,0.0,863.85,986.01,0,0.0,0,0,2026-09-25
NIFTY,2026-11-03,23450.0,PE,425.0,425.0,425.0,425.0,558.68,1,1551875.0,260,0,2026-09-25
NIFTY,2026-11-03,23400.0,PE,458.3,458.3,458.3,458.3,531.24,10,15507895.0,4030,0,2026-09-25
NIFTY,2026-11-03,23300.0,PE,385.0,410.2,343.2,344.85,344.85,25,38440785.5,2665,975,2026-09-25
NIFTY,2026-11-03,22850.0,PE,207.15,207.15,185.5,186.35,186.35,8,11981547.5,195,195,2026-09-25
NIFTY,2026-11-03,22650.0,PE,159.75,169.0,143.25,143.3,143.3,20,29639629.5,910,845,2026-09-25
NIFTY,2026-11-03,22200.0,PE,79.45,99.1,76.95,77.65,77.65,67,97034122.25,2665,650,2026-09-25
NIFTY,2026-11-03,22100.0,PE,84.35,84.35,65.75,67.35,67.35,13,18734719.25,910,-260,2026-09-25
NIFTY,2026-11-03,21600.0,PE,0.0,0.0,0.0,29.95,36.93,0,0.0,0,0,2026-09-25
NIFTY,2026-11-03,21500.0,PE,33.0,33.0,33.0,33.0,33.0,4,5598580.0,260,260,2026-09-25
NIFTY,2026-10-27,27200.0,PE,3789.0,4016.25,3789.0,3900.65,3900.65,523,1058943037.75,35750,32955,2026-09-25
NIFTY,2026-10-27,27150.0,PE,3877.55,3877.55,3860.35,3860.6,3859.87,5,10079530.5,325,325,2026-09-25
NIFTY,2026-10-27,26850.0,PE,0.0,0.0,0.0,2588.1,3561.74,0,0.0,0,0,2026-09-25
NIFTY,2026-10-27,26550.0,PE,0.0,0.0,0.0,2330.1,3263.87,0,0.0,0,0,2026-09-25
NIFTY,2026-10-27,24950.0,PE,1755.8,1755.8,1755.8,1755.8,1705.7,1,1735877.0,3900,-65,2026-09-25
NIFTY,2026-10-27,24700.0,PE,1463.45,1534.4,1411.9,1434.25,1434.25,726,1236222377.0,206635,41405,2026-09-25
NIFTY,2026-10-27,24650.0,PE,1470.0,1470.0,1470.0,1470.0,1432.41,1,1697800.0,2925,0,2026-09-25
NIFTY,2026-10-27,24200.0,PE,1016.05,1066.0,911.0,957.35,957.35,2041,3343886351.0,364650,96590,2026-09-25
NIFTY,2026-10-27,23650.0,PE,589.8,612.05,493.7,523.95,523.95,99,155651525.25,26000,2015,2026-09-25
NIFTY,2026-10-27,23600.0,PE,566.45,585.6,453.15,486.4,486.4,3867,6062720381.25,708435,520,2026-09-25
NIFTY,2026-10-27,23400.0,PE,444.95,461.2,346.05,373.6,373.6,10291,15926590806.75,1620255,41015,2026-09-25
NIFTY,2026-10-19,23850.0,PE,0.0,0.0,0.0,815.85,765.81,0,0.0,0,0,2026-09-25
NIFTY,2026-10-19,23550.0,PE,474.45,481.15,474.45,480.0,557.03,4,6247205.25,3445,-195,2026-09-25
NIFTY,2026-10-19,22850.0,PE,151.45,175.95,123.1,130.0,130.0,119,177892438.75,3640,1560,2026-09-25
NIFTY,2026-10-19,21350.0,PE,0.0,0.0,0.0,21.0,6.16,0,0.0,1235,0,2026-09-25
NIFTY,2026-10-13,24800.0,PE,0.0,0.0,0.0,1155.2,1596.7,0,0.0,0,0,2026-09-25
NIFTY,2026-10-13,23200.0,PE,260.3,288.75,195.7,212.15,212.15,8147,12414115623.0,255515,141895,2026-09-25
NIFTY,2026-10-13,23050.0,PE,212.2,219.2,144.9,155.85,155.85,1468,2217203215.5,25480,2795,2026-09-25
NIFTY,2026-10-13,22250.0,PE,36.15,43.15,27.8,28.25,28.25,343,496811649.75,12870,5655,2026-09-25
NIFTY,2026-10-13,21250.0,PE,0.0,0.0,0.0,4.45,1.52,0,0.0,0,0,2026-09-25
NIFTY,2026-10-06,25550.0,PE,0.0,0.0,0.0,1432.35,2363.91,0,0.0,0,0,2026-09-25
NIFTY,2026-10-06,25300.0,PE,0.0,0.0,0.0,1222.15,2114.46,0,0.0,0,0,2026-09-25
NIFTY,2026-10-06,25200.0,PE,2080.0,2080.0,2080.0,2080.0,2014.72,1,1773200.0,65,65,2026-09-25
NIFTY,2026-10-06,24750.0,PE,0.0,0.0,0.0,1438.5,1567.19,0,0.0,195,0,2026-09-25
