SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
NIFTY,2026-09-01,25800.0,PE,0.0,0.0,0.0,1530.0,1566.71,0,0.0,650,0,2026-08-26
NIFTY,2026-09-01,26850.0,PE,0.0,0.0,0.0,2502.1,2615.47,0,0.0,0,0,2026-08-26
NIFTY,2026-09-08,23850.0,PE,24.1,31.55,17.9,27.65,27.65,11439,17750698277.0,201435,45305,2026-08-26
NIFTY,2026-09-08,23950.0,PE,32.5,44.25,24.0,37.75,37.75,11659,18176016985.75,268970,-20995,2026-08-26
NIFTY,2026-09-08,26050.0,PE,0.0,0.0,0.0,1397.8,1788.62,0,0.0,0,0,2026-08-26
NIFTY,2026-09-08,26150.0,PE,0.0,0.0,0.0,1482.45,1887.58,0,0.0,0,0,2026-08-26
NIFTY,2026-09-08,26200.0,PE,0.0,0.0,0.0,1525.35,1937.16,0,0.0,0,0,2026-08-26
NIFTY,2026-09-08,26400.0,PE,0.0,0.0,0.0,1700.8,2135.91,0,0.0,0,0,2026-08-26
NIFTY,2026-09-15,22350.0,PE,4.0,5.75,3.1,4.15,4.15,110,159832809.5,16250,390,2026-08-26
NIFTY,2031-06-24,27000.0,PE,0.0,0.0,0.0,1653.15,1344.3,0,0.0,0,0,2026-08-26
NIFTY,2029-12-24,28500.0,PE,0.0,0.0,0.0,1255.9,2174.01,0,0.0,0,0,2026-08-26
NIFTY,2029-12-24,27000.0,PE,0.0,0.0,0.0,1177.9,1632.33,0,0.0,0,0,2026-08-26
NIFTY,2029-12-24,22500.0,PE,0.0,0.0,0.0,225.7,530.47,0,0.0,0,0,2026-08-26
NIFTY,2029-06-26,33000.0,PE,0.0,0.0,0.0,3022.85,4686.44,0,0.0,0,0,2026-08-26
NIFTY,2029-06-26,28500.0,PE,0.0,0.0,0.0,1349.1,2341.37,0,0.0,0,0,2026-08-26
