SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
NIFTY,2027-12-28,22000.0,PE,429.45,440.0,423.0,430.5,430.5,26,37907340.25,26430,975,2026-07-14
NIFTY,2028-06-27,21000.0,PE,0.0,0.0,0.0,907.2,339.3,0,0.0,0,0,2026-07-14
NIFTY,2028-12-26,18000.0,PE,0.0,0.0,0.0,250.0,96.2,0,0.0,75,0,2026-07-14
NIFTY,2028-12-26,25000.0,PE,0.0,0.0,0.0,1160.0,1272.55,0,0.0,5620,0,2026-07-14
NIFTY,2029-06-26,21000.0,PE,0.0,0.0,0.0,320.25,389.7,0,0.0,0,0,2026-07-14
NIFTY,2029-06-26,31500.0,PE,0.0,0.0,0.0,2443.35,3972.4,0,0.0,0,0,2026-07-14
NIFTY,2030-06-25,16500.0,PE,0.0,0.0,0.0,12.0,69.15,0,0.0,0,0,2026-07-14
NIFTY,2030-06-25,19500.0,PE,0.0,0.0,0.0,64.95,243.85,0,0.0,0,0,2026-07-14
NIFTY,2027-03-30,31500.0,PE,0.0,0.0,0.0,7066.15,6122.45,0,0.0,0,0,2026-07-14
NIFTY,2027-03-30,30000.0,PE,0.0,0.0,0.0,5754.5,4794.7,0,0.0,0,0,2026-07-14
NIFTY,2027-03-30,25500.0,PE,1110.0,1224.8,1097.05,1186.25,1186.25,109,188882053.75,8385,5395,2026-07-14
NIFTY,2026-12-29,28500.0,PE,0.0,0.0,0.0,1948.15,3769.25,0,0.0,0,0,2026-07-14
NIFTY,2026-12-29,25000.0,PE,894.0,965.65,871.2,949.05,949.05,3072,5177165964.75,1821635,-35270,2026-07-14
NIFTY,2026-12-29,19500.0,PE,44.1,48.4,44.1,48.2,48.2,57,72420530.0,65000,-975,2026-07-14
NIFTY,2026-09-29,25350.0,PE,0.0,0.0,0.0,1488.65,1332.4,0,0.0,0,0,2026-07-14
NIFTY,2026-09-29,25150.0,PE,0.0,0.0,0.0,1350.9,1197.05,0,0.0,0,0,2026-07-14
NIFTY,2026-09-29,24750.0,PE,0.0,0.0,0.0,670.7,948.55,0,0.0,32760,0,2026-07-14
NIFTY,2026-09-29,25650.0,PE,0.0,0.0,0.0,1708.05,1549.35,0,0.0,0,0,2026-07-14
NIFTY,2026-07-14,21550.0,CE,2515.65,2515.65,2515.65,2515.65,24052.05,7,10949870.75,1560,-455,2026-07-14
NIFTY,2026-07-14,21950.0,CE,0.0,0.0,0.0,2231.85,24052.05,0,0.0,3250,0,2026-07-14
NIFTY,2026-07-14,22100.0,CE,1959.45,1959.45,1950.75,1955.65,24052.05,25,39090385.75,2340,-1040,2026-07-14
NIFTY,2026-07-14,22350.0,CE,1711.0,1711.0,1708.7,1709.5,24052.05,12,18766384.0,1300,-780,2026-07-14
NIFTY,2026-07-14,22500.0,CE,1650.0,1650.0,1550.0,1554.6,24052.05,66,103237842.5,4290,-2145,2026-07-14
NIFTY,2026-07-14,23050.0,CE,996.8,1079.9,969.05,969.05,24052.05,41,64240293.0,5460,1755,2026-07-14
NIFTY,2026-07-14,23850.0,CE,247.0,301.1,159.25,207.0,24052.05,200181,313178877342.5,223405,-30160,2026-07-14
NIFTY,2026-07-14,24300.0,CE,19.0,19.0,0.05,0.15,24052.05,8309572,13126948104767.25,9114950,-210080,2026-07-14
NIFTY,2026-07-14,24350.0,CE,6.15,9.7,0.05,0.15,24052.05,4861085,7694679767788.0,5539495,502840,2026-07-14
NIFTY,2026-08-04,25100.0,CE,24.3,34.25,23.35,24.75,24.75,473,772574341.5,17030,5395,2026-07-14
NIFTY,2030-12-31,27000.0,PE,0.0,0.0,0.0,779.5,1582.6,0,0.0,0,0,2026-07-14
