""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Sep 15, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,46849,38874,276694,300455,55515378,60040072,55185573,60327690,1574761,739139,1431361,780449,118192893,118064402
DII,6920,7546,120669,78237,2193,1400,853,2394,13427,1062,22810,1828,145671,113668
FII,23875,30045,312202,331791,8877054,9044058,9107391,8964344,404806,254850,415933,254981,18916845,19104485
Pro,27592,28771,342232,341314,97657535,87552341,97758343,87343443,3017758,1924318,3140648,1882111,190521776,190494630
TOTAL,105236,105236,1051797,1051797,162052160,156637871,162052160,156637871,5010752,2919369,5010752,2919369,327777185,327777185
