SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
NIFTY,2028-06-27,27000.0,PE,0.0,0.0,0.0,2752.35,2021.35,0,0.0,0,0,2026-07-03
NIFTY,2028-12-26,24000.0,PE,970.0,985.0,970.0,985.0,926.55,3,4871100.0,3510,-195,2026-07-03
NIFTY,2028-12-26,31500.0,PE,0.0,0.0,0.0,2673.4,4163.0,0,0.0,0,0,2026-07-03
NIFTY,2029-06-26,16500.0,PE,0.0,0.0,0.0,8.1,47.4,0,0.0,0,0,2026-07-03
NIFTY,2029-06-26,18000.0,PE,0.0,0.0,0.0,118.45,105.45,0,0.0,0,0,2026-07-03
NIFTY,2029-06-26,19500.0,PE,0.0,0.0,0.0,56.0,206.65,0,0.0,0,0,2026-07-03
NIFTY,2029-12-24,25000.0,PE,0.0,0.0,0.0,709.7,1126.2,0,0.0,290,0,2026-07-03
NIFTY,2031-06-24,18000.0,PE,0.0,0.0,0.0,173.45,138.9,0,0.0,0,0,2026-07-03
NIFTY,2026-07-14,26050.0,PE,0.0,0.0,0.0,2666.0,1733.9,0,0.0,0,0,2026-07-03
NIFTY,2026-07-14,26000.0,PE,1605.0,1691.7,1605.0,1683.95,1683.95,243,436309298.75,12090,10790,2026-07-03
NIFTY,2026-07-14,25950.0,PE,0.0,0.0,0.0,2568.75,1635.15,0,0.0,0,0,2026-07-03
NIFTY,2026-07-28,22650.0,CE,0.0,0.0,0.0,1433.6,1736.45,0,0.0,260,0,2026-07-03
NIFTY,2026-07-28,21350.0,CE,0.0,0.0,0.0,3009.55,3010.0,0,0.0,0,0,2026-07-03
NIFTY,2026-07-28,21250.0,CE,0.0,0.0,0.0,3101.3,3109.45,0,0.0,0,0,2026-07-03
NIFTY,2026-07-21,25900.0,CE,2.3,3.85,2.3,2.85,2.85,347,584242314.5,10140,8255,2026-07-03
NIFTY,2026-07-21,24100.0,CE,355.9,437.8,355.9,371.6,371.6,1303,2074860326.5,100035,-8255,2026-07-03
NIFTY,2026-07-21,24000.0,CE,463.0,513.0,429.55,441.7,441.7,1759,2799059948.75,105755,-14495,2026-07-03
NIFTY,2026-07-21,22750.0,CE,0.0,0.0,0.0,1458.5,1601.7,0,0.0,0,0,2026-07-03
NIFTY,2026-07-14,23800.0,CE,570.0,626.0,526.0,540.9,540.9,3493,5536891067.5,171275,8970,2026-07-03
NIFTY,2026-07-14,24050.0,CE,355.5,411.95,315.15,336.6,336.6,2110,3349146427.25,72995,-14755,2026-07-03
NIFTY,2026-07-14,24200.0,CE,280.0,301.2,224.15,233.65,233.65,38740,61593413992.5,842595,-12415,2026-07-03
NIFTY,2026-08-04,22900.0,PE,29.05,30.05,25.7,28.1,28.1,24,35766919.5,1885,-65,2026-07-03
NIFTY,2026-07-14,23500.0,PE,14.0,14.85,10.7,11.75,11.75,66680,101908978798.25,1064440,250900,2026-07-03
NIFTY,2026-07-14,23050.0,PE,5.6,6.45,4.85,5.25,5.25,2196,3290996189.0,53820,-25545,2026-07-03
NIFTY,2026-07-14,22300.0,PE,2.8,3.55,2.75,3.05,3.05,1416,2052779222.0,80210,9880,2026-07-03
NIFTY,2026-07-14,21600.0,PE,2.0,2.9,2.0,2.3,2.3,875,1228632203.5,41990,33020,2026-07-03
NIFTY,2026-07-07,26200.0,PE,0.0,0.0,0.0,2239.7,1911.7,0,0.0,650,0,2026-07-03
NIFTY,2026-07-07,25550.0,PE,0.0,0.0,0.0,1357.3,1262.45,0,0.0,390,0,2026-07-03
NIFTY,2026-07-07,24750.0,PE,467.9,495.0,379.1,470.6,470.6,6160,10078497432.25,24765,15925,2026-07-03
NIFTY,2026-07-07,24700.0,PE,387.3,445.75,333.25,420.85,420.85,32165,52423176637.0,80600,42510,2026-07-03
NIFTY,2026-07-07,24250.0,PE,70.0,93.6,49.9,75.6,75.6,3171258,5013837679038.5,3408535,2628860,2026-07-03
NIFTY,2026-07-07,24200.0,PE,60.0,72.4,38.6,56.25,56.25,3519326,5548404698674.5,8311615,3489070,2026-07-03
NIFTY,2026-07-07,22750.0,PE,1.3,2.0,0.7,0.85,0.85,56941,84206146316.5,555620,-371150,2026-07-03
NIFTY,2026-07-07,22000.0,PE,1.1,1.25,0.4,0.55,0.55,247033,353271518847.0,4292275,-2625935,2026-07-03
NIFTY,2026-07-07,21850.0,PE,1.05,1.2,0.45,0.55,0.55,2675,3799318412.5,54925,12805,2026-07-03
NIFTY,2026-07-07,21550.0,PE,0.9,1.1,0.4,0.45,0.45,2560,3586026619.5,66885,41015,2026-07-03
NIFTY,2030-12-31,18000.0,CE,0.0,0.0,0.0,12674.15,10969.2,0,0.0,0,0,2026-07-03
NIFTY,2029-12-24,24000.0,CE,0.0,0.0,0.0,7730.0,6016.95,0,0.0,0,0,2026-07-03
NIFTY,2029-06-26,31500.0,CE,0.0,0.0,0.0,2878.65,2159.3,0,0.0,0,0,2026-07-03
NIFTY,2028-12-26,31500.0,CE,0.0,0.0,0.0,2327.6,1632.1,0,0.0,0,0,2026-07-03
NIFTY,2028-12-26,22500.0,CE,0.0,0.0,0.0,7382.9,5716.0,0,0.0,0,0,2026-07-03
NIFTY,2028-06-27,30000.0,CE,0.0,0.0,0.0,2278.45,1501.85,0,0.0,0,0,2026-07-03
NIFTY,2028-06-27,24000.0,CE,0.0,0.0,0.0,3918.85,4105.9,0,0.0,0,0,2026-07-03
NIFTY,2027-12-28,18000.0,CE,0.0,0.0,0.0,6285.7,7973.9,0,0.0,0,0,2026-07-03
NIFTY,2027-03-30,19500.0,CE,0.0,0.0,0.0,4365.4,5727.25,0,0.0,0,0,2026-07-03
NIFTY,2026-12-29,19000.0,CE,5840.0,5840.0,5770.0,5770.0,5875.4,11,17740164.0,61815,260,2026-07-03
NIFTY,2026-12-29,16500.0,CE,0.0,0.0,0.0,10405.0,8288.65,0,0.0,0,0,2026-07-03
NIFTY,2026-09-29,33000.0,CE,3.45,3.8,2.85,3.25,3.25,127,272440652.25,36530,3770,2026-07-03
NIFTY,2026-09-29,25150.0,CE,0.0,0.0,0.0,452.4,592.8,0,0.0,0,0,2026-07-03
NIFTY,2026-09-29,24450.0,CE,0.0,0.0,0.0,713.05,906.85,0,0.0,0,0,2026-07-03
NIFTY,2026-09-29,24050.0,CE,0.0,0.0,0.0,902.45,1128.3,0,0.0,0,0,2026-07-03
NIFTY,2026-09-29,23600.0,CE,0.0,0.0,0.0,1152.0,1413.5,0,0.0,0,0,2026-07-03
NIFTY,2026-09-29,23300.0,CE,0.0,0.0,0.0,1339.6,1625.05,0,0.0,0,0,2026-07-03
NIFTY,2026-09-29,23050.0,CE,0.0,0.0,0.0,1508.45,1810.9,0,0.0,0,0,2026-07-03
NIFTY,2026-09-29,22650.0,CE,0.0,0.0,0.0,1801.05,2129.05,0,0.0,0,0,2026-07-03
NIFTY,2026-08-25,25100.0,CE,175.25,189.15,156.8,162.65,162.65,1087,1785870524.75,102765,10010,2026-07-03
NIFTY,2026-08-25,24850.0,CE,267.65,280.0,239.25,245.15,245.15,72,117544410.75,15665,1170,2026-07-03
NIFTY,2026-08-25,24100.0,CE,675.15,707.45,631.5,637.25,637.25,341,549048990.75,76115,-2535,2026-07-03
NIFTY,2026-08-25,23500.0,CE,1079.7,1151.35,1059.95,1075.3,1075.3,392,627192481.5,175370,-2275,2026-07-03
NIFTY,2026-08-25,23450.0,CE,0.0,0.0,0.0,898.0,1269.35,0,0.0,390,0,2026-07-03
NIFTY,2026-08-25,22850.0,CE,0.0,0.0,0.0,1016.6,1743.85,0,0.0,130,0,2026-07-03
NIFTY,2026-08-25,22800.0,CE,0.0,0.0,0.0,1493.55,1786.25,0,0.0,1560,0,2026-07-03
NIFTY,2026-08-25,22400.0,CE,0.0,0.0,0.0,1672.0,2137.95,0,0.0,65,0,2026-07-03
NIFTY,2026-08-25,22250.0,CE,0.0,0.0,0.0,1585.4,2274.65,0,0.0,65,0,2026-07-03
NIFTY,2026-08-25,22200.0,CE,0.0,0.0,0.0,1486.1,2320.7,0,0.0,65,0,2026-07-03
NIFTY,2026-08-25,22000.0,CE,2461.0,2511.0,2448.9,2448.9,2448.9,28,44576470.25,37310,65,2026-07-03
NIFTY,2026-08-04,25200.0,CE,0.0,0.0,0.0,159.0,197.05,0,0.0,0,0,2026-07-03
NIFTY,2026-08-04,24850.0,CE,0.0,0.0,0.0,237.5,302.05,0,0.0,0,0,2026-07-03
NIFTY,2026-08-04,23700.0,CE,0.0,0.0,0.0,708.65,912.05,0,0.0,0,0,2026-07-03
NIFTY,2026-08-04,22850.0,CE,0.0,0.0,0.0,1288.45,1602.8,0,0.0,0,0,2026-07-03
NIFTY,2026-08-04,22600.0,CE,0.0,0.0,0.0,1491.15,1831.15,0,0.0,0,0,2026-07-03
NIFTY,2026-08-04,22300.0,CE,0.0,0.0,0.0,1749.25,2114.25,0,0.0,0,0,2026-07-03
NIFTY,2026-07-28,25600.0,CE,10.05,12.6,8.7,9.25,9.25,3376,5619979777.75,260065,14690,2026-07-03
NIFTY,2026-07-28,24850.0,CE,90.0,111.3,84.0,86.35,86.35,3734,6055226040.5,128310,24245,2026-07-03
NIFTY,2026-07-28,24250.0,CE,364.25,400.0,329.3,339.75,339.75,6967,11149540707.5,374920,-65390,2026-07-03
NIFTY,2026-07-28,23650.0,CE,825.0,850.65,792.8,792.8,877.6,16,25465563.5,13910,-455,2026-07-03
NIFTY,2026-07-28,22050.0,CE,0.0,0.0,0.0,1838.9,2316.8,0,0.0,65,0,2026-07-03
NIFTY,2026-07-28,21700.0,CE,0.0,0.0,0.0,2130.0,2662.45,0,0.0,130,0,2026-07-03
NIFTY,2026-07-28,21300.0,CE,3030.0,3030.0,3030.0,3030.0,3059.75,8,12651600.0,4290,520,2026-07-03
NIFTY,2026-07-28,21150.0,CE,0.0,0.0,0.0,2502.7,3208.95,0,0.0,130,0,2026-07-03
NIFTY,2026-07-21,25550.0,CE,6.55,6.6,4.55,4.8,4.8,417,692685743.75,17095,7930,2026-07-03
NIFTY,2026-07-21,25200.0,CE,18.3,20.0,13.8,14.95,14.95,3464,5677752931.5,85995,77805,2026-07-03
NIFTY,2026-07-21,24850.0,CE,0.0,0.0,0.0,238.35,169.6,0,0.0,0,0,2026-07-03
NIFTY,2026-07-21,24800.0,CE,72.3,83.75,58.6,60.55,60.55,5354,8655437254.75,148070,47775,2026-07-03
NIFTY,2026-07-21,23450.0,CE,0.0,0.0,0.0,680.0,966.9,0,0.0,65,0,2026-07-03
NIFTY,2026-07-21,23400.0,CE,0.0,0.0,0.0,948.7,1008.9,0,0.0,0,0,2026-07-03
NIFTY,2026-07-21,22450.0,CE,0.0,0.0,0.0,1722.15,1893.05,0,0.0,0,0,2026-07-03
NIFTY,2026-07-21,22150.0,CE,0.0,0.0,0.0,1998.2,2188.9,0,0.0,0,0,2026-07-03
NIFTY,2026-07-21,22050.0,CE,0.0,0.0,0.0,2092.3,2288.05,0,0.0,0,0,2026-07-03
NIFTY,2026-07-14,25600.0,CE,1.7,2.2,1.45,1.55,1.55,10809,17987347758.25,305955,224380,2026-07-03
NIFTY,2026-07-14,25550.0,CE,1.65,2.45,1.6,1.8,1.8,1143,1898381572.75,40820,31135,2026-07-03
NIFTY,2026-07-14,24800.0,CE,29.05,38.0,21.75,23.5,23.5,61776,99699456116.0,1057355,125450,2026-07-03
NIFTY,2026-07-14,24650.0,CE,58.0,74.0,45.15,47.85,47.85,17882,28719076763.0,230555,52845,2026-07-03
NIFTY,2026-07-14,24550.0,CE,85.0,108.7,70.2,73.35,73.35,20888,33450232481.25,285740,146055,2026-07-03
NIFTY,2026-07-14,24400.0,CE,151.95,178.6,122.55,127.4,127.4,82284,131302179375.25,1036100,502450,2026-07-03
NIFTY,2026-07-14,23300.0,CE,1040.0,1099.6,998.05,1016.35,1016.35,207,327794249.25,11635,-1365,2026-07-03
